date,open,high,low,close,volume
2026-06-30T11:50:00.000Z,281.9,282.19,281.75,281.756,0
2026-06-30T11:55:00.000Z,281.76,281.9,281.45,281.55,0
2026-06-30T12:00:00.000Z,281.6657,281.6657,281.036,281.6488,0
2026-06-30T12:05:00.000Z,281.54,281.65,281.4,281.45,0
2026-06-30T12:10:00.000Z,281.46,281.65,281.45,281.45,0
2026-06-30T12:15:00.000Z,281.4,281.48,281.4,281.48,0
2026-06-30T12:20:00.000Z,281.45,281.48,281.26,281.28,0
2026-06-30T12:25:00.000Z,281.28,281.34,281.07,281.23,0
2026-06-30T12:30:00.000Z,281.29,281.34,281,281,0
2026-06-30T12:35:00.000Z,281.01,281.48,281.01,281.4,0
2026-06-30T12:40:00.000Z,281.43,281.8,281.43,281.65,0
2026-06-30T12:45:00.000Z,281.67,281.88,281.6,281.88,0
2026-06-30T12:50:00.000Z,281.88,282,281.83,281.94,0
2026-06-30T12:55:00.000Z,281.94,282.33,281.8,282.2,0
2026-06-30T13:00:00.000Z,282.2028,282.22,282.0001,282.1395,0
2026-06-30T13:05:00.000Z,282.12,282.33,282.0177,282.32,0
2026-06-30T13:10:00.000Z,282.2708,282.4,282,282.07,0
2026-06-30T13:15:00.000Z,282.1294,282.22,281.96,282.14,0
2026-06-30T13:20:00.000Z,282.13,282.22,281.8,281.8,0
2026-06-30T13:25:00.000Z,281.74,282.073,280,281.16,0
2026-06-30T13:30:00.000Z,281.1700134277344,283.5,280.69500732421875,283.2099914550781,2197293
2026-06-30T13:35:00.000Z,283.2300109863281,284.84930419921875,282.6099853515625,284.3450012207031,1018938
2026-06-30T13:40:00.000Z,284.3450012207031,284.760009765625,283.1300048828125,283.2698974609375,553198
2026-06-30T13:45:00.000Z,283.2699890136719,284.70001220703125,282.82000732421875,284.2900085449219,791479
2026-06-30T13:50:00.000Z,284.29998779296875,285.239990234375,284.2149963378906,284.98919677734375,741681
2026-06-30T13:55:00.000Z,285.0299987792969,285.34368896484375,284.75,285.30999755859375,486377
2026-06-30T14:00:00.000Z,285.30999755859375,285.92498779296875,285.1099853515625,285.6510009765625,630869
2026-06-30T14:05:00.000Z,285.6400146484375,285.9700012207031,285.0899963378906,285.17999267578125,596533
2026-06-30T14:10:00.000Z,285.20001220703125,285.9800109863281,284.739990234375,285.8550109863281,591817
2026-06-30T14:15:00.000Z,285.8500061035156,286.20001220703125,285.6199951171875,285.9800109863281,514974
2026-06-30T14:20:00.000Z,285.9800109863281,286.239990234375,285.5,286.1400146484375,525045
2026-06-30T14:25:00.000Z,286.1449890136719,286.2898864746094,285.79010009765625,286.0249938964844,458393
2026-06-30T14:30:00.000Z,286.010009765625,286.260009765625,285.95001220703125,286.1499938964844,331211
2026-06-30T14:35:00.000Z,286.1600036621094,286.20001220703125,285.57000732421875,285.80999755859375,394884
2026-06-30T14:40:00.000Z,285.82000732421875,285.8450012207031,285.260009765625,285.5707092285156,342191
2026-06-30T14:45:00.000Z,285.5899963378906,285.82000732421875,285.4100036621094,285.5299987792969,339954
2026-06-30T14:50:00.000Z,285.53009033203125,286.9200134277344,285.4150085449219,286.57000732421875,816642
2026-06-30T14:55:00.000Z,286.5799865722656,287.0799865722656,286.1311950683594,286.9700012207031,858620
2026-06-30T15:00:00.000Z,286.9800109863281,287.3399963378906,286.6400146484375,287.3299865722656,502972
2026-06-30T15:05:00.000Z,287.32501220703125,287.3299865722656,286.7300109863281,287.010009765625,293578
2026-06-30T15:10:00.000Z,287.010009765625,287.34991455078125,286.82000732421875,286.9599914550781,340089
2026-06-30T15:15:00.000Z,286.9599914550781,287.739990234375,286.6199035644531,287.67498779296875,457395
2026-06-30T15:20:00.000Z,287.6700134277344,288.5849914550781,287.614990234375,288.4599914550781,678030
2026-06-30T15:25:00.000Z,288.4750061035156,288.6600036621094,288.07000732421875,288.2699890136719,414036
2026-06-30T15:30:00.000Z,288.2799987792969,288.8500061035156,288.1600036621094,288.75,416604
2026-06-30T15:35:00.000Z,288.739990234375,289.05999755859375,288.510009765625,289.0450134277344,403974
2026-06-30T15:40:00.000Z,289.0299987792969,289.159912109375,288.30999755859375,288.45001220703125,507920
2026-06-30T15:45:00.000Z,288.45001220703125,289.3500061035156,288.45001220703125,289.31500244140625,370887
2026-06-30T15:50:00.000Z,289.31500244140625,289.3800048828125,288.75,288.7699890136719,582875
2026-06-30T15:55:00.000Z,288.7799987792969,288.9800109863281,288.5799865722656,288.73980712890625,329727
2026-06-30T16:00:00.000Z,288.739990234375,289.20001220703125,288.739990234375,288.9599914550781,346928
2026-06-30T16:05:00.000Z,288.9700012207031,288.989990234375,288.1700134277344,288.4599914550781,362645
2026-06-30T16:10:00.000Z,288.4750061035156,288.6400146484375,287.80999755859375,288.260009765625,378321
2026-06-30T16:15:00.000Z,288.260009765625,288.5,288.0799865722656,288.239990234375,285544
2026-06-30T16:20:00.000Z,288.25,288.2799987792969,287.94171142578125,288.1400146484375,203216
2026-06-30T16:25:00.000Z,288.1600036621094,288.45001220703125,287.947509765625,288.1449890136719,235871
2026-06-30T16:30:00.000Z,288.1600036621094,288.5899963378906,288.125,288.44000244140625,250322
2026-06-30T16:35:00.000Z,288.42999267578125,288.6199951171875,288.32000732421875,288.5799865722656,231641
2026-06-30T16:40:00.000Z,288.55010986328125,288.75,288.3743896484375,288.7074890136719,308281
2026-06-30T16:45:00.000Z,288.7099914550781,288.9800109863281,288.6199951171875,288.9200134277344,283418
2026-06-30T16:50:00.000Z,288.9599914550781,289.1400146484375,288.69000244140625,289.07000732421875,351632
2026-06-30T16:55:00.000Z,289.07000732421875,289.2200012207031,288.8399963378906,289.18499755859375,284084
2026-06-30T17:00:00.000Z,289.20001220703125,289.6600036621094,289.1499938964844,289.5950012207031,392067
2026-06-30T17:05:00.000Z,289.5950012207031,289.6000061035156,289.0404052734375,289.1549987792969,227280
2026-06-30T17:10:00.000Z,289.1400146484375,289.45001220703125,288.9150085449219,289,316862
2026-06-30T17:15:00.000Z,288.9800109863281,288.9800109863281,288.32000732421875,288.3999938964844,254536
2026-06-30T17:20:00.000Z,288.3900146484375,288.8599853515625,288.3399963378906,288.79998779296875,243109
2026-06-30T17:25:00.000Z,288.82000732421875,288.92498779296875,288.42041015625,288.42999267578125,229837
2026-06-30T17:30:00.000Z,288.44500732421875,288.57501220703125,288.2250061035156,288.40008544921875,260793
2026-06-30T17:35:00.000Z,288.4200134277344,288.54998779296875,288.2349853515625,288.3599853515625,250089
2026-06-30T17:40:00.000Z,288.3599853515625,288.55999755859375,288.2900085449219,288.375,246955
2026-06-30T17:45:00.000Z,288.3900146484375,288.5199890136719,288.2550048828125,288.5199890136719,221980
2026-06-30T17:50:00.000Z,288.510009765625,288.7200012207031,288.2099914550781,288.3599853515625,251869
2026-06-30T17:55:00.000Z,288.3599853515625,288.54998779296875,288.1600036621094,288.4200134277344,219363
2026-06-30T18:00:00.000Z,288.4200134277344,289.19000244140625,288.0899963378906,288.8099060058594,661493
2026-06-30T18:05:00.000Z,288.8125,288.92999267578125,288.4649963378906,288.5426025390625,303949
2026-06-30T18:10:00.000Z,288.5400085449219,288.95001220703125,288.5400085449219,288.94000244140625,233418
2026-06-30T18:15:00.000Z,288.92999267578125,288.9599914550781,288.6199951171875,288.8999938964844,216779
2026-06-30T18:20:00.000Z,288.94000244140625,289,288.7449951171875,288.760009765625,276892
2026-06-30T18:25:00.000Z,288.7650146484375,288.82000732421875,287.8550109863281,288.0899963378906,356469
2026-06-30T18:30:00.000Z,288.0849914550781,288.17999267578125,287.2799987792969,287.30499267578125,381744
2026-06-30T18:35:00.000Z,287.31988525390625,287.6400146484375,287.1400146484375,287.3900146484375,406751
2026-06-30T18:40:00.000Z,287.3999938964844,287.56988525390625,287.29998779296875,287.4549865722656,224188
2026-06-30T18:45:00.000Z,287.4501037597656,287.510009765625,287.085205078125,287.17999267578125,234406
2026-06-30T18:50:00.000Z,287.17999267578125,287.17999267578125,286.739990234375,286.7699890136719,297630
2026-06-30T18:55:00.000Z,286.7699890136719,287.0199890136719,286.67999267578125,286.9849853515625,299872
2026-06-30T19:00:00.000Z,286.9700012207031,287.5799865722656,286.9700012207031,287.45001220703125,392937
2026-06-30T19:05:00.000Z,287.44000244140625,287.55999755859375,287.05999755859375,287.5450134277344,354152
2026-06-30T19:10:00.000Z,287.54998779296875,287.7099914550781,287.3999938964844,287.55059814453125,428008
2026-06-30T19:15:00.000Z,287.55999755859375,287.67498779296875,287.32000732421875,287.364990234375,398231
2026-06-30T19:20:00.000Z,287.364990234375,287.989990234375,287.2749938964844,287.69500732421875,469801
2026-06-30T19:25:00.000Z,287.69000244140625,288.1400146484375,287.3800048828125,287.5299987792969,456821
2026-06-30T19:30:00.000Z,287.5299987792969,287.989990234375,287.5,287.7900085449219,440375
2026-06-30T19:35:00.000Z,287.7850036621094,287.9649963378906,287.6000061035156,287.8399963378906,445272
2026-06-30T19:40:00.000Z,287.8399963378906,288.07000732421875,287.79998779296875,287.9100036621094,552565
2026-06-30T19:45:00.000Z,287.9100036621094,287.9700012207031,287.5400085449219,287.57000732421875,550936
2026-06-30T19:50:00.000Z,287.55999755859375,288.45001220703125,287.4200134277344,288.1199951171875,985998
2026-06-30T19:55:00.000Z,288.1400146484375,289.9100036621094,288.1400146484375,289.0899963378906,5399769
2026-06-30T20:00:00.000Z,289.09,289.46,288.7697,289,0
2026-06-30T20:05:00.000Z,288.95,289.36,288.71,289.15,0
2026-06-30T20:10:00.000Z,289.36,289.3712,289,289.11,0
2026-06-30T20:15:00.000Z,289.36,289.36,288.78,288.84,0
2026-06-30T20:20:00.000Z,289.36,289.36,288.78,288.92,0
2026-06-30T20:25:00.000Z,288.8612,289.36,288.86,288.86,0
2026-06-30T20:30:00.000Z,288.8609,289.36,288.75,288.82,0
2026-06-30T20:35:00.000Z,288.78,288.9588,288.75,288.78,0
2026-06-30T20:40:00.000Z,288.78,288.95,288.78,288.8,0
2026-06-30T20:45:00.000Z,288.8967,288.9,288.77,288.82,0
2026-06-30T20:50:00.000Z,288.7831,288.9,279.0029,288.83,0
2026-06-30T20:55:00.000Z,288.8888,290.4636,288.76,289.39,0
2026-06-30T21:00:00.000Z,289.4988,289.7312,288.75,288.75,0
2026-06-30T21:05:00.000Z,288.8119,289,288.75,288.9626,0
2026-06-30T21:10:00.000Z,289,289.4887,288.883,289.06,0
2026-06-30T21:15:00.000Z,289.06,289.3988,289.05,289.06,0
2026-06-30T21:20:00.000Z,289.1,290.4636,289.1,289.168,0
2026-06-30T21:25:00.000Z,289.1,289.36,289.06,289.1,0
2026-06-30T21:30:00.000Z,289.0635,289.1988,289.06,289.13,0
2026-06-30T21:35:00.000Z,289.13,289.2452,288.857,289.07,0
2026-06-30T21:40:00.000Z,288.85,289.1288,288.85,289.123,0
2026-06-30T21:45:00.000Z,289,289.36,289,289.36,0
2026-06-30T21:50:00.000Z,289.02,289.13,288.9,288.9003,0
2026-06-30T21:55:00.000Z,288.9057,289.1288,288.9,289.07,0
2026-06-30T22:00:00.000Z,288.99,289.3588,288.9,289.34,0
2026-06-30T22:05:00.000Z,289.34,289.4,288.9512,289.18,0
2026-06-30T22:10:00.000Z,288.95,289.3,288.95,289.2935,0
2026-06-30T22:15:00.000Z,289.05,289.25,289.0465,289.0738,0
2026-06-30T22:20:00.000Z,289.04,289.2818,289.02,289.12,0
2026-06-30T22:25:00.000Z,289.12,289.12,289.02,289.07,0
2026-06-30T22:30:00.000Z,289.12,289.12,289.06,289.1122,0
2026-06-30T22:35:00.000Z,289.0225,289.12,288.95,289.03,0
2026-06-30T22:40:00.000Z,289.12,289.1742,289,289.0012,0
2026-06-30T22:45:00.000Z,289.0045,289.18,288.96,289.065,0
2026-06-30T22:50:00.000Z,289.15,289.18,289.04,289.0742,0
2026-06-30T22:55:00.000Z,289.18,289.18,289.04,289.1,0
2026-06-30T23:00:00.000Z,289.0432,289.36,289.04,289.1403,0
2026-06-30T23:05:00.000Z,289.08,289.28,289.04,289.28,0
2026-06-30T23:10:00.000Z,289.36,289.39,289.1029,289.21,0
2026-06-30T23:15:00.000Z,289.33,289.35,289.15,289.2571,0
2026-06-30T23:20:00.000Z,289.2568,289.35,289.2,289.24,0
2026-06-30T23:25:00.000Z,289.24,289.25,289.2,289.2,0
2026-06-30T23:30:00.000Z,289.2,289.35,289.0342,289.2875,0
2026-06-30T23:35:00.000Z,289.29,289.29,289.1,289.148,0
2026-06-30T23:40:00.000Z,289.14,289.194,288.9,288.9,0
2026-06-30T23:45:00.000Z,288.97,289.27,288.87,288.9,0
2026-06-30T23:50:00.000Z,289.1,289.27,288.87,288.9662,0
2026-06-30T23:55:00.000Z,288.97,289.2,288.87,289,0
2026-07-01T08:00:00.000Z,289.67,289.74,288.47,289.38,0
2026-07-01T08:05:00.000Z,289.38,289.69,288.8,289.52,0
2026-07-01T08:10:00.000Z,289.3845,289.596,289.3845,289.56,0
2026-07-01T08:15:00.000Z,289.57,289.7,289.405,289.51,0
2026-07-01T08:20:00.000Z,289.52,289.7,289.2075,289.4988,0
2026-07-01T08:25:00.000Z,289.5,289.694,289.2107,289.5,0
2026-07-01T08:30:00.000Z,289.47,289.6875,289.2125,289.42,0
2026-07-01T08:35:00.000Z,289.5,289.5,289.0412,289.15,0
2026-07-01T08:40:00.000Z,289.22,289.5,289.1,289.3,0
2026-07-01T08:45:00.000Z,289.3488,289.5388,288.9312,289.06,0
2026-07-01T08:50:00.000Z,289.13,289.394,289.13,289.1716,0
2026-07-01T08:55:00.000Z,289.35,289.3988,289.04,289.3,0
2026-07-01T09:00:00.000Z,289.1,289.21,289,289.11,0
2026-07-01T09:05:00.000Z,289,289.4,288.98,289.03,0
2026-07-01T09:10:00.000Z,289.08,289.45,289.01,289.14,0
2026-07-01T09:15:00.000Z,289.17,289.49,289.0129,289.34,0
2026-07-01T09:20:00.000Z,289.34,289.34,289.08,289.2,0
2026-07-01T09:25:00.000Z,289.15,289.45,289.06,289.25,0
2026-07-01T09:30:00.000Z,289.25,289.3988,289.0295,289.2927,0
2026-07-01T09:35:00.000Z,289.3025,289.4,289.0977,289.4,0
2026-07-01T09:40:00.000Z,289.32,289.4,289.0912,289.35,0
2026-07-01T09:45:00.000Z,289.3012,289.3988,289.3012,289.3762,0
2026-07-01T09:50:00.000Z,289.37,289.3988,289.26,289.26,0
